session_id,participant__id_in_session,participant__code,page_index,app_name,page_name,time_stamp,seconds_on_page,subsession_pk,auto_submitted
3,26,uaxc9pjw,6,postexp,Risk,1549366721,10,1,False
3,26,uaxc9pjw,7,postexp,Pref1,1549366761,40,1,False
3,26,uaxc9pjw,8,postexp,Pref2,1549366786,25,1,False
3,26,uaxc9pjw,9,postexp,Demographics,1549366826,40,1,False
3,26,uaxc9pjw,10,postexp,ResultsTask,1549366833,7,1,False
3,26,uaxc9pjw,11,postexp,Results,1549366885,52,1,False
3,27,6z4vgmz9,1,tt,Instructions,1549368073,42,1,False
3,27,6z4vgmz9,2,tt,Task,1549368121,48,1,False
3,27,6z4vgmz9,3,tt,BeliefInstructions,1549368125,4,1,False
3,27,6z4vgmz9,4,tt,Beliefs,1549368162,37,1,False
3,27,6z4vgmz9,5,wordscra,Task,1549368206,44,1,False
3,27,6z4vgmz9,6,postexp,Risk,1549368217,11,1,False
3,27,6z4vgmz9,7,postexp,Pref1,1549368242,25,1,False
3,27,6z4vgmz9,8,postexp,Pref2,1549368262,20,1,False
3,27,6z4vgmz9,9,postexp,Demographics,1549368304,42,1,False
3,27,6z4vgmz9,10,postexp,ResultsTask,1549368313,9,1,False
3,27,6z4vgmz9,11,postexp,Results,1549368430,117,1,False
3,29,ow2lclos,1,tt,Instructions,1549368898,58,1,False
3,29,ow2lclos,2,tt,Task,1549368930,32,1,False
3,29,ow2lclos,3,tt,BeliefInstructions,1549369006,76,1,False
3,29,ow2lclos,4,tt,Beliefs,1549369061,55,1,False
3,29,ow2lclos,5,wordscra,Task,1549369127,66,1,False
3,29,ow2lclos,6,postexp,Risk,1549369140,13,1,False
3,29,ow2lclos,7,postexp,Pref1,1549369204,64,1,False
3,29,ow2lclos,8,postexp,Pref2,1549369227,23,1,False
3,29,ow2lclos,9,postexp,Demographics,1549369277,50,1,False
3,29,ow2lclos,10,postexp,ResultsTask,1549369289,12,1,False
3,29,ow2lclos,11,postexp,Results,1549369317,28,1,False
