participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.real_world_currency_per_point,session.config.participation_fee,tt.1.player.id_in_group,tt.1.player.treatment,tt.1.player.context,tt.1.player.random_decision,tt.1.player.random_input,tt.1.player.choice,tt.1.player.order,tt.1.player.severity,tt.1.player.reputation,tt.1.player.choice_1,tt.1.player.choice_2,tt.1.player.choice_3,tt.1.player.choice_4,tt.1.player.choice_5,tt.1.player.belief_1,tt.1.player.belief_2,tt.1.player.belief_3,tt.1.player.belief_4,tt.1.player.belief_5,tt.1.player.payoff,tt.1.group.id_in_subsession,tt.1.subsession.round_number,wordscra.1.player.id_in_group,wordscra.1.player.word1_1,wordscra.1.player.word1_2,wordscra.1.player.word1_3,wordscra.1.player.word1_4,wordscra.1.player.word1_5,wordscra.1.player.word2_1,wordscra.1.player.word2_2,wordscra.1.player.word2_3,wordscra.1.player.word3_1,wordscra.1.player.word3_2,wordscra.1.player.word3_3,wordscra.1.player.word3_4,wordscra.1.player.word3_5,wordscra.1.player.word3_6,wordscra.1.player.word4_1,wordscra.1.player.word4_2,wordscra.1.player.word4_3,wordscra.1.player.word4_4,wordscra.1.player.word4_5,wordscra.1.player.word5_1,wordscra.1.player.word5_2,wordscra.1.player.word5_3,wordscra.1.player.word5_4,wordscra.1.player.word5_5,wordscra.1.player.word6_1,wordscra.1.player.word6_2,wordscra.1.player.word6_3,wordscra.1.player.word6_4,wordscra.1.player.payoff,wordscra.1.group.id_in_subsession,wordscra.1.subsession.round_number,postexp.1.player.id_in_group,postexp.1.player.finlit_1,postexp.1.player.finlit_2,postexp.1.player.finlit_3,postexp.1.player.finlit_4,postexp.1.player.finlit_5,postexp.1.player.risk_aversion1,postexp.1.player.risk_aversion2,postexp.1.player.pref1_1,postexp.1.player.pref1_2,postexp.1.player.pref1_3,postexp.1.player.pref1_4,postexp.1.player.pref2_1,postexp.1.player.pref2_2,postexp.1.player.pref2_3,postexp.1.player.crt4,postexp.1.player.crt5,postexp.1.player.crt6,postexp.1.player.crt7,postexp.1.player.age,postexp.1.player.female,postexp.1.player.income,postexp.1.player.education,postexp.1.player.jobfunction,postexp.1.player.jobfunctiongp,postexp.1.player.investment,postexp.1.player.whichinvestment,postexp.1.player.finnews,postexp.1.player.comments,postexp.1.player.matrikelnr,postexp.1.player.rate,postexp.1.player.random_code,postexp.1.player.payoff,postexp.1.group.id_in_subsession,postexp.1.subsession.round_number
116,zvczrx15,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,116,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
117,lrilejcb,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,117,su_ha_abs,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
118,0j5up08f,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,118,su_ha_abs,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
119,k1ck3vw4,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,119,su_ha_abs,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
120,pbri31pt,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,120,su_ha_abs,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
121,wjbx2ohm,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,121,su_ha_abs,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
122,fgs45mdp,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,122,su_ha_neu,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
123,evzacmkq,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,123,su_ha_abs,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
124,fkkkfjmx,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,124,su_ha_neu,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
125,a0s6j880,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,125,su_ha_neu,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
126,hskwenmo,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,126,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
127,lxbw9jky,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,127,su_ha_abs,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
128,8tmc4x7a,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,128,su_ha_abs,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
129,8zb0m68k,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,129,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
130,9c4ddgw4,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,130,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
131,ahxziffr,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,131,su_ha_abs,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
132,akxp8t6y,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,132,su_ha_neu,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
133,xn4lvkcj,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,133,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
134,i0s7ywra,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,134,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
135,7zkxpwt3,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,135,su_ha_neu,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
136,t779jrrm,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,136,su_ha_abs,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
137,vwx4ocb5,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,137,su_ha_abs,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
138,kx3w3y1n,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,138,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
139,wixq8p9g,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,139,su_ha_abs,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
140,0er253j9,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,140,su_ha_neu,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
141,10p3o5f7,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,141,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
142,rlzvksta,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,142,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
143,us3gwtvl,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,143,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
144,nytm4aui,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,144,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
145,fdn9oevj,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,145,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
146,rtkqhlh7,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,146,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
147,kn8y34xo,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,147,su_ha_abs,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
148,fvvelzat,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,148,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
149,vw36coup,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,149,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
150,bv4s3ygg,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,150,su_ha_abs,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
151,f8ieaglt,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,151,su_ha_abs,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
152,4r4jqdlm,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,152,su_ha_neu,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
153,0d5mbg5x,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,153,su_ha_abs,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
154,mdtbnha5,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,154,su_ha_abs,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
155,bsxv2e4m,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,155,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
156,y35fpx5k,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,156,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
157,2ncxeshb,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,157,su_ha_neu,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
158,lkoal8if,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,158,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
159,0ib08gx1,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,159,su_ha_abs,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
160,5lpgz2lq,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,160,su_ha_abs,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
161,cwpn2pm7,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,161,su_ha_abs,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
162,ux66gjih,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,162,su_ha_abs,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
163,zwlkdj61,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,163,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
164,lwx3jp0k,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,164,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
165,f2yoznvp,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,165,su_ha_abs,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
166,osd9msap,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,166,su_ha_neu,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
167,feylxpc0,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,167,su_ha_neu,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
168,lozwaeni,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,168,su_ha_neu,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
169,p26h8g2w,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,169,su_ha_abs,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
170,416ucn5f,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,170,su_ha_neu,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
171,kmp6u6f2,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,171,su_ha_abs,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
172,5qq4rvs4,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,172,su_ha_neu,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
173,kokzczmy,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,173,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
174,qk1mwwfz,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,174,su_ha_abs,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
175,nmqc04vn,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,175,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
176,2lh12zou,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,176,su_ha_abs,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
177,4udkmjda,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,177,su_ha_abs,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
178,vgg85vqi,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,178,su_ha_abs,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
179,3hvnkhog,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,179,su_ha_abs,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
180,xy128dyk,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,180,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
181,6ef9vq3t,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,181,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
182,nz5b9cfs,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,182,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
183,ma7fgoip,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,183,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
184,ppan302f,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,184,su_ha_abs,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
185,pcuow0gj,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,185,su_ha_abs,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
186,aecuwiqb,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,186,su_ha_neu,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
187,l6wwolkn,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,187,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
188,hwldcmoi,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,188,su_ha_abs,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
189,no24uujp,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,189,su_ha_abs,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
190,j40wvr6f,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,190,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
191,5dv1h9n2,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,191,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
192,xrxkdcb6,,0,0,12,,,,0,,,0,0,b7rrvg7s,,,,,,0,1,0,192,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
