participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.real_world_currency_per_point,tt.1.player.id_in_group,tt.1.player.treatment,tt.1.player.context,tt.1.player.random_decision,tt.1.player.random_input,tt.1.player.choice,tt.1.player.order,tt.1.player.severity,tt.1.player.reputation,tt.1.player.choice_1,tt.1.player.choice_2,tt.1.player.choice_3,tt.1.player.choice_4,tt.1.player.choice_5,tt.1.player.belief_1,tt.1.player.belief_2,tt.1.player.belief_3,tt.1.player.belief_4,tt.1.player.belief_5,tt.1.player.payoff,tt.1.group.id_in_subsession,tt.1.subsession.round_number,wordscra.1.player.id_in_group,wordscra.1.player.word1_1,wordscra.1.player.word1_2,wordscra.1.player.word1_3,wordscra.1.player.word1_4,wordscra.1.player.word1_5,wordscra.1.player.word2_1,wordscra.1.player.word2_2,wordscra.1.player.word2_3,wordscra.1.player.word3_1,wordscra.1.player.word3_2,wordscra.1.player.word3_3,wordscra.1.player.word3_4,wordscra.1.player.word3_5,wordscra.1.player.word3_6,wordscra.1.player.word4_1,wordscra.1.player.word4_2,wordscra.1.player.word4_3,wordscra.1.player.word4_4,wordscra.1.player.word4_5,wordscra.1.player.word5_1,wordscra.1.player.word5_2,wordscra.1.player.word5_3,wordscra.1.player.word5_4,wordscra.1.player.word5_5,wordscra.1.player.word6_1,wordscra.1.player.word6_2,wordscra.1.player.word6_3,wordscra.1.player.word6_4,wordscra.1.player.payoff,wordscra.1.group.id_in_subsession,wordscra.1.subsession.round_number,postexp.1.player.id_in_group,postexp.1.player.finlit_1,postexp.1.player.finlit_2,postexp.1.player.finlit_3,postexp.1.player.finlit_4,postexp.1.player.finlit_5,postexp.1.player.risk_aversion1,postexp.1.player.risk_aversion2,postexp.1.player.pref1_1,postexp.1.player.pref1_2,postexp.1.player.pref1_3,postexp.1.player.pref1_4,postexp.1.player.pref2_1,postexp.1.player.pref2_2,postexp.1.player.pref2_3,postexp.1.player.crt4,postexp.1.player.crt5,postexp.1.player.crt6,postexp.1.player.crt7,postexp.1.player.age,postexp.1.player.female,postexp.1.player.income,postexp.1.player.education,postexp.1.player.jobfunction,postexp.1.player.jobfunctiongp,postexp.1.player.investment,postexp.1.player.whichinvestment,postexp.1.player.finnews,postexp.1.player.comments,postexp.1.player.matrikelnr,postexp.1.player.rate,postexp.1.player.random_code,postexp.1.player.payoff,postexp.1.group.id_in_subsession,postexp.1.subsession.round_number
23,z65x3b3l,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,23,su_ha_neu,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
24,4ui4xqa0,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,24,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
25,1tugulx3,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,25,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
26,8uw6jy6i,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,26,su_ha_neu,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
27,n4c1xczl,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,27,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
28,a1b698um,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,28,su_ha_neu,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
29,g26aypod,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,29,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
30,mnwr7bs5,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,30,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
31,qyjqnxne,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,31,su_ha_neu,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
32,razcis1a,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,32,su_ha_neu,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
33,ax6ke3p2,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,33,su_ha_neu,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
34,j7lnw2gg,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,34,su_ha_neu,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
35,btra8j12,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,35,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
36,4ut8vwx8,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,36,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
37,nvampt8o,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,37,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
38,rp8s9g7i,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,38,su_ha_neu,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
39,d13eam21,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,39,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
40,8j5ss31g,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,40,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
41,hpb5liix,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,41,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
42,gm38t8be,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,42,su_ha_neu,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
43,rejjbh6q,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,43,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
44,bfpopxlj,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,44,su_ha_neu,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
45,d0ts1j8f,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,45,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
46,z8dtrybe,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,46,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
47,b0tjjsrq,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,47,su_ha_neu,abstract,3,choice_3,,,,,,,,,,,,,,,0,1,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
48,3n9q9fui,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,48,su_ha_neu,abstract,1,choice_1,,,,,,,,,,,,,,,0,1,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
49,nk6870os,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,49,su_ha_neu,abstract,4,choice_4,,,,,,,,,,,,,,,0,1,1,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
50,xl2x7zic,,0,0,12,,,,0,,,0,0,s1pa9lws,,,,,,0,0,1,50,su_ha_neu,abstract,2,choice_2,,,,,,,,,,,,,,,0,1,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1
