participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,participant.payoff_plus_participation_fee,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo,session.config.participation_fee,session.config.real_world_currency_per_point,redirect.1.player.id_in_group,redirect.1.player.payoff,redirect.1.group.id_in_subsession,redirect.1.subsession.round_number,wordscra.1.player.id_in_group,wordscra.1.player.word1_1,wordscra.1.player.word1_2,wordscra.1.player.word1_3,wordscra.1.player.word1_4,wordscra.1.player.word1_5,wordscra.1.player.word2_1,wordscra.1.player.word2_2,wordscra.1.player.word2_3,wordscra.1.player.word3_1,wordscra.1.player.word3_2,wordscra.1.player.word3_3,wordscra.1.player.word3_4,wordscra.1.player.word3_5,wordscra.1.player.word3_6,wordscra.1.player.word4_1,wordscra.1.player.word4_2,wordscra.1.player.word4_3,wordscra.1.player.word4_4,wordscra.1.player.word4_5,wordscra.1.player.word5_1,wordscra.1.player.word5_2,wordscra.1.player.word5_3,wordscra.1.player.word5_4,wordscra.1.player.word5_5,wordscra.1.player.word6_1,wordscra.1.player.word6_2,wordscra.1.player.word6_3,wordscra.1.player.word6_4,wordscra.1.player.payoff,wordscra.1.group.id_in_subsession,wordscra.1.subsession.round_number,tt.1.player.id_in_group,tt.1.player.context,tt.1.player.random_decision,tt.1.player.random_input,tt.1.player.choice,tt.1.player.order,tt.1.player.choice_1,tt.1.player.choice_2,tt.1.player.choice_3,tt.1.player.choice_4,tt.1.player.choice_5,tt.1.player.belief_1,tt.1.player.belief_2,tt.1.player.belief_3,tt.1.player.belief_4,tt.1.player.belief_5,tt.1.player.payoff,tt.1.group.id_in_subsession,tt.1.subsession.round_number,postexp.1.player.id_in_group,postexp.1.player.finlit_1,postexp.1.player.finlit_2,postexp.1.player.finlit_3,postexp.1.player.finlit_4,postexp.1.player.finlit_5,postexp.1.player.risk_aversion1,postexp.1.player.risk_aversion2,postexp.1.player.pref1_1,postexp.1.player.pref1_2,postexp.1.player.pref1_3,postexp.1.player.pref1_4,postexp.1.player.pref2_1,postexp.1.player.pref2_2,postexp.1.player.pref2_3,postexp.1.player.crt4,postexp.1.player.crt5,postexp.1.player.crt6,postexp.1.player.crt7,postexp.1.player.age,postexp.1.player.female,postexp.1.player.income,postexp.1.player.education,postexp.1.player.jobfunction,postexp.1.player.jobfunctiongp,postexp.1.player.investment,postexp.1.player.whichinvestment,postexp.1.player.finnews,postexp.1.player.comments,postexp.1.player.matrikelnr,postexp.1.player.rate,postexp.1.player.random_code,postexp.1.player.payoff,postexp.1.group.id_in_subsession,postexp.1.subsession.round_number,tt_norms.1.player.id_in_group,tt_norms.1.player.context,tt_norms.1.player.random_decision,tt_norms.1.player.random_input,tt_norms.1.player.choice,tt_norms.1.player.order,tt_norms.1.player.situation,tt_norms.1.player.norm_true,tt_norms.1.player.norm_false,tt_norms.1.player.belief_1,tt_norms.1.player.belief_2,tt_norms.1.player.belief_3,tt_norms.1.player.belief_4,tt_norms.1.player.belief_5,tt_norms.1.player.payoff,tt_norms.1.group.id_in_subsession,tt_norms.1.subsession.round_number,tt_norms.2.player.id_in_group,tt_norms.2.player.context,tt_norms.2.player.random_decision,tt_norms.2.player.random_input,tt_norms.2.player.choice,tt_norms.2.player.order,tt_norms.2.player.situation,tt_norms.2.player.norm_true,tt_norms.2.player.norm_false,tt_norms.2.player.belief_1,tt_norms.2.player.belief_2,tt_norms.2.player.belief_3,tt_norms.2.player.belief_4,tt_norms.2.player.belief_5,tt_norms.2.player.payoff,tt_norms.2.group.id_in_subsession,tt_norms.2.subsession.round_number,tt_norms.3.player.id_in_group,tt_norms.3.player.context,tt_norms.3.player.random_decision,tt_norms.3.player.random_input,tt_norms.3.player.choice,tt_norms.3.player.order,tt_norms.3.player.situation,tt_norms.3.player.norm_true,tt_norms.3.player.norm_false,tt_norms.3.player.belief_1,tt_norms.3.player.belief_2,tt_norms.3.player.belief_3,tt_norms.3.player.belief_4,tt_norms.3.player.belief_5,tt_norms.3.player.payoff,tt_norms.3.group.id_in_subsession,tt_norms.3.subsession.round_number,tt_norms.4.player.id_in_group,tt_norms.4.player.context,tt_norms.4.player.random_decision,tt_norms.4.player.random_input,tt_norms.4.player.choice,tt_norms.4.player.order,tt_norms.4.player.situation,tt_norms.4.player.norm_true,tt_norms.4.player.norm_false,tt_norms.4.player.belief_1,tt_norms.4.player.belief_2,tt_norms.4.player.belief_3,tt_norms.4.player.belief_4,tt_norms.4.player.belief_5,tt_norms.4.player.payoff,tt_norms.4.group.id_in_subsession,tt_norms.4.subsession.round_number,tt_norms.5.player.id_in_group,tt_norms.5.player.context,tt_norms.5.player.random_decision,tt_norms.5.player.random_input,tt_norms.5.player.choice,tt_norms.5.player.order,tt_norms.5.player.situation,tt_norms.5.player.norm_true,tt_norms.5.player.norm_false,tt_norms.5.player.belief_1,tt_norms.5.player.belief_2,tt_norms.5.player.belief_3,tt_norms.5.player.belief_4,tt_norms.5.player.belief_5,tt_norms.5.player.payoff,tt_norms.5.group.id_in_subsession,tt_norms.5.subsession.round_number
219,ei8gjaqn,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,3,choice_3,,,,,,,,,,,0,75,1,3,,,,,,,,,,,,,,0,92,2,3,,,,,,,,,,,,,,0,89,3,3,,,,,,,,,,,,,,0,48,4,3,,,,,,,,,,,,,,0,64,5
220,3uobq6hx,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,4,choice_4,,,,,,,,,,,0,29,1,1,,,,,,,,,,,,,,0,60,2,1,,,,,,,,,,,,,,0,48,3,1,,,,,,,,,,,,,,0,82,4,1,,,,,,,,,,,,,,0,74,5
221,fmrb9r58,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,3,choice_3,,,,,,,,,,,0,16,1,2,,,,,,,,,,,,,,0,10,2,2,,,,,,,,,,,,,,0,46,3,2,,,,,,,,,,,,,,0,46,4,2,,,,,,,,,,,,,,0,59,5
222,3qnrhnk6,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,3,choice_3,,,,,,,,,,,0,40,1,3,,,,,,,,,,,,,,0,42,2,3,,,,,,,,,,,,,,0,59,3,3,,,,,,,,,,,,,,0,100,4,3,,,,,,,,,,,,,,0,9,5
223,fol5bzjy,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,2,choice_2,,,,,,,,,,,0,26,1,1,,,,,,,,,,,,,,0,36,2,1,,,,,,,,,,,,,,0,96,3,1,,,,,,,,,,,,,,0,32,4,1,,,,,,,,,,,,,,0,73,5
224,4s9xvxwf,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,2,choice_2,,,,,,,,,,,0,11,1,2,,,,,,,,,,,,,,0,39,2,2,,,,,,,,,,,,,,0,87,3,2,,,,,,,,,,,,,,0,6,4,2,,,,,,,,,,,,,,0,45,5
225,l1jca38d,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,3,choice_3,,,,,,,,,,,0,65,1,3,,,,,,,,,,,,,,0,55,2,3,,,,,,,,,,,,,,0,46,3,3,,,,,,,,,,,,,,0,12,4,3,,,,,,,,,,,,,,0,38,5
226,zblmjyeh,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,2,choice_2,,,,,,,,,,,0,70,1,1,,,,,,,,,,,,,,0,39,2,1,,,,,,,,,,,,,,0,78,3,1,,,,,,,,,,,,,,0,98,4,1,,,,,,,,,,,,,,0,25,5
227,mwxu7fq3,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,3,choice_3,,,,,,,,,,,0,89,1,2,,,,,,,,,,,,,,0,79,2,2,,,,,,,,,,,,,,0,91,3,2,,,,,,,,,,,,,,0,2,4,2,,,,,,,,,,,,,,0,14,5
228,fzzd1u6k,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,4,choice_4,,,,,,,,,,,0,79,1,3,,,,,,,,,,,,,,0,1,2,3,,,,,,,,,,,,,,0,40,3,3,,,,,,,,,,,,,,0,39,4,3,,,,,,,,,,,,,,0,84,5
229,gvn5u9lu,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,4,choice_4,,,,,,,,,,,0,51,1,1,,,,,,,,,,,,,,0,98,2,1,,,,,,,,,,,,,,0,5,3,1,,,,,,,,,,,,,,0,85,4,1,,,,,,,,,,,,,,0,42,5
230,3jw1tp7g,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,1,choice_1,,,,,,,,,,,0,82,1,2,,,,,,,,,,,,,,0,20,2,2,,,,,,,,,,,,,,0,80,3,2,,,,,,,,,,,,,,0,60,4,2,,,,,,,,,,,,,,0,2,5
231,za3qn8zt,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,4,choice_4,,,,,,,,,,,0,6,1,3,,,,,,,,,,,,,,0,8,2,3,,,,,,,,,,,,,,0,8,3,3,,,,,,,,,,,,,,0,86,4,3,,,,,,,,,,,,,,0,7,5
232,ayi5uv74,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,3,choice_3,,,,,,,,,,,0,80,1,1,,,,,,,,,,,,,,0,92,2,1,,,,,,,,,,,,,,0,17,3,1,,,,,,,,,,,,,,0,70,4,1,,,,,,,,,,,,,,0,48,5
233,cfm01mw9,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,3,choice_3,,,,,,,,,,,0,100,1,2,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,0,90,3,2,,,,,,,,,,,,,,0,62,4,2,,,,,,,,,,,,,,0,25,5
234,ywoqcyz8,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,3,choice_3,,,,,,,,,,,0,52,1,3,,,,,,,,,,,,,,0,63,2,3,,,,,,,,,,,,,,0,50,3,3,,,,,,,,,,,,,,0,99,4,3,,,,,,,,,,,,,,0,32,5
235,vn5r3cdi,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,2,choice_2,,,,,,,,,,,0,97,1,1,,,,,,,,,,,,,,0,29,2,1,,,,,,,,,,,,,,0,7,3,1,,,,,,,,,,,,,,0,31,4,1,,,,,,,,,,,,,,0,33,5
236,yiosiyxv,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,3,choice_3,,,,,,,,,,,0,67,1,2,,,,,,,,,,,,,,0,46,2,2,,,,,,,,,,,,,,0,25,3,2,,,,,,,,,,,,,,0,29,4,2,,,,,,,,,,,,,,0,94,5
237,1tc3mt7v,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,1,choice_1,,,,,,,,,,,0,36,1,3,,,,,,,,,,,,,,0,40,2,3,,,,,,,,,,,,,,0,88,3,3,,,,,,,,,,,,,,0,82,4,3,,,,,,,,,,,,,,0,97,5
238,ahiyntlw,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,4,choice_4,,,,,,,,,,,0,76,1,1,,,,,,,,,,,,,,0,48,2,1,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,0,26,4,1,,,,,,,,,,,,,,0,53,5
239,rmholyhm,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,4,choice_4,,,,,,,,,,,0,59,1,2,,,,,,,,,,,,,,0,77,2,2,,,,,,,,,,,,,,0,74,3,2,,,,,,,,,,,,,,0,17,4,2,,,,,,,,,,,,,,0,93,5
240,7q7rzdzu,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,4,choice_4,,,,,,,,,,,0,93,1,3,,,,,,,,,,,,,,0,30,2,3,,,,,,,,,,,,,,0,9,3,3,,,,,,,,,,,,,,0,90,4,3,,,,,,,,,,,,,,0,68,5
241,16140dd2,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,3,choice_3,,,,,,,,,,,0,54,1,1,,,,,,,,,,,,,,0,37,2,1,,,,,,,,,,,,,,0,34,3,1,,,,,,,,,,,,,,0,81,4,1,,,,,,,,,,,,,,0,55,5
242,okhkue8m,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,3,choice_3,,,,,,,,,,,0,44,1,2,,,,,,,,,,,,,,0,18,2,2,,,,,,,,,,,,,,0,27,3,2,,,,,,,,,,,,,,0,16,4,2,,,,,,,,,,,,,,0,43,5
243,jt1gfwex,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,1,choice_1,,,,,,,,,,,0,26,1,3,,,,,,,,,,,,,,0,71,2,3,,,,,,,,,,,,,,0,67,3,3,,,,,,,,,,,,,,0,43,4,3,,,,,,,,,,,,,,0,66,5
244,xq1cwpwc,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,1,choice_1,,,,,,,,,,,0,45,1,1,,,,,,,,,,,,,,0,55,2,1,,,,,,,,,,,,,,0,67,3,1,,,,,,,,,,,,,,0,83,4,1,,,,,,,,,,,,,,0,61,5
245,cxy4y02p,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,4,choice_4,,,,,,,,,,,0,36,1,2,,,,,,,,,,,,,,0,1,2,2,,,,,,,,,,,,,,0,99,3,2,,,,,,,,,,,,,,0,61,4,2,,,,,,,,,,,,,,0,84,5
246,4r4wxhig,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,4,choice_4,,,,,,,,,,,0,38,1,3,,,,,,,,,,,,,,0,89,2,3,,,,,,,,,,,,,,0,72,3,3,,,,,,,,,,,,,,0,96,4,3,,,,,,,,,,,,,,0,28,5
247,nlek9gag,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,1,choice_1,,,,,,,,,,,0,100,1,1,,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,0,83,3,1,,,,,,,,,,,,,,0,25,4,1,,,,,,,,,,,,,,0,1,5
248,pzvcs3em,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,3,choice_3,,,,,,,,,,,0,72,1,2,,,,,,,,,,,,,,0,71,2,2,,,,,,,,,,,,,,0,66,3,2,,,,,,,,,,,,,,0,55,4,2,,,,,,,,,,,,,,0,66,5
249,2c7itewj,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,4,choice_4,,,,,,,,,,,0,64,1,3,,,,,,,,,,,,,,0,73,2,3,,,,,,,,,,,,,,0,43,3,3,,,,,,,,,,,,,,0,40,4,3,,,,,,,,,,,,,,0,75,5
250,flmqgy8u,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,4,choice_4,,,,,,,,,,,0,81,1,1,,,,,,,,,,,,,,0,46,2,1,,,,,,,,,,,,,,0,87,3,1,,,,,,,,,,,,,,0,54,4,1,,,,,,,,,,,,,,0,71,5
251,v7yz1bwe,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,3,choice_3,,,,,,,,,,,0,12,1,2,,,,,,,,,,,,,,0,86,2,2,,,,,,,,,,,,,,0,75,3,2,,,,,,,,,,,,,,0,70,4,2,,,,,,,,,,,,,,0,41,5
252,owodaqc2,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,1,choice_1,,,,,,,,,,,0,11,1,3,,,,,,,,,,,,,,0,97,2,3,,,,,,,,,,,,,,0,79,3,3,,,,,,,,,,,,,,0,83,4,3,,,,,,,,,,,,,,0,74,5
253,tt49tlcu,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,4,choice_4,,,,,,,,,,,0,57,1,1,,,,,,,,,,,,,,0,66,2,1,,,,,,,,,,,,,,0,90,3,1,,,,,,,,,,,,,,0,39,4,1,,,,,,,,,,,,,,0,75,5
254,78m4oq2f,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,3,choice_3,,,,,,,,,,,0,58,1,2,,,,,,,,,,,,,,0,84,2,2,,,,,,,,,,,,,,0,50,3,2,,,,,,,,,,,,,,0,81,4,2,,,,,,,,,,,,,,0,42,5
255,hb5r3tu5,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,1,choice_1,,,,,,,,,,,0,69,1,3,,,,,,,,,,,,,,0,62,2,3,,,,,,,,,,,,,,0,96,3,3,,,,,,,,,,,,,,0,87,4,3,,,,,,,,,,,,,,0,30,5
256,jsjxdga1,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,1,choice_1,,,,,,,,,,,0,59,1,1,,,,,,,,,,,,,,0,51,2,1,,,,,,,,,,,,,,0,15,3,1,,,,,,,,,,,,,,0,16,4,1,,,,,,,,,,,,,,0,62,5
257,nvfj72rb,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,2,choice_2,,,,,,,,,,,0,43,1,2,,,,,,,,,,,,,,0,88,2,2,,,,,,,,,,,,,,0,47,3,2,,,,,,,,,,,,,,0,72,4,2,,,,,,,,,,,,,,0,48,5
258,vnu0rb8n,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,3,choice_3,,,,,,,,,,,0,59,1,3,,,,,,,,,,,,,,0,64,2,3,,,,,,,,,,,,,,0,10,3,3,,,,,,,,,,,,,,0,73,4,3,,,,,,,,,,,,,,0,83,5
259,1lybucab,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,1,choice_1,,,,,,,,,,,0,34,1,1,,,,,,,,,,,,,,0,41,2,1,,,,,,,,,,,,,,0,64,3,1,,,,,,,,,,,,,,0,90,4,1,,,,,,,,,,,,,,0,65,5
260,w4xhhv8g,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,2,financial,3,choice_3,,,,,,,,,,,0,41,1,2,,,,,,,,,,,,,,0,43,2,2,,,,,,,,,,,,,,0,45,3,2,,,,,,,,,,,,,,0,88,4,2,,,,,,,,,,,,,,0,22,5
261,0mhjuvqz,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,3,abstract,4,choice_4,,,,,,,,,,,0,5,1,3,,,,,,,,,,,,,,0,43,2,3,,,,,,,,,,,,,,0,6,3,3,,,,,,,,,,,,,,0,52,4,3,,,,,,,,,,,,,,0,18,5
262,8o2m5eye,,0,0,27,,,,,0,,,0,0,jzmo442c,,,,,,0,0,1,,,,,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,,,,,,,,,,,,,,,,,,,,262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,neutral,3,choice_3,,,,,,,,,,,0,37,1,1,,,,,,,,,,,,,,0,28,2,1,,,,,,,,,,,,,,0,39,3,1,,,,,,,,,,,,,,0,48,4,1,,,,,,,,,,,,,,0,2,5
